rank,code,name,deltaE_match,visual_display_L,visual_display_a,visual_display_b,visual_crop_path,machine_L,machine_a,machine_b,standard_L,standard_a,standard_b
1,W125,亚麻色,4.182422859070322,48.20556067896496,1.7939520677331955,4.842901429074842,output_128/glue_visual_library/visual_crops/W125_亚麻色.png,49.6,2.88,6.16,49.6,2.88,6.16
2,W043,深黄色,5.278537492264531,52.112529094989355,2.44365943920255,12.168334252015045,output_128/glue_visual_library/visual_crops/W043_深黄色.png,63.01,3.4,14.5,63.01,3.4,14.5
3,W126,栗棕色,6.0533009524984935,46.8439587674104,0.8419464819601208,4.858142319516001,output_128/glue_visual_library/visual_crops/W126_栗棕色.png,48.03,1.71,6.3,48.03,1.71,6.3
4,W120,驼色,7.758842817169393,51.48732323130645,2.4436282477408033,16.303702566737766,output_128/glue_visual_library/visual_crops/W120_驼色.png,56.59,2.87,17.45,56.59,2.87,17.45
5,W121,浅棕色,7.764159089040464,56.47729829206662,3.260359276450686,14.192102125071182,output_128/glue_visual_library/visual_crops/W121_浅棕色.png,59.91,4.0,15.4,59.91,4.0,15.4
6,W047,浅棕桐,7.798555032260884,54.204505530227735,0.0648818979666621,12.570109632752512,output_128/glue_visual_library/visual_crops/W047_浅棕桐.png,65.94,0.97,14.8,65.94,0.97,14.8
7,W042,棕铜色,8.197793200534502,51.48492532389473,-0.00152652988094637,14.20717242063878,output_128/glue_visual_library/visual_crops/W042_棕铜色.png,64.95,0.73,17.23,64.95,0.73,17.23
8,W044,泥黄,8.43781004420532,48.52053690328022,1.0163375009043518,15.077991243951082,output_128/glue_visual_library/visual_crops/W044_泥黄.png,60.89,2.33,19.65,60.89,2.33,19.65
9,W078,珍珠灰,8.615226526155645,45.26190397574151,0.4819772235031272,0.6558007971268154,output_128/glue_visual_library/visual_crops/W078_珍珠灰.png,49.63,1.18,2.13,49.63,1.18,2.13
10,W117,灰棕色,8.816472627997722,57.79994548569222,0.22748286129536943,11.106373229208044,output_128/glue_visual_library/visual_crops/W117_灰棕色.png,60.69,0.72,12.97,60.69,0.72,12.97
