alpha,target_mean_deltaE,target_median_deltaE,target_max_deltaE,target_p95_deltaE,harm_count,harm_rate,classification_acc
0.0,14.134983873539852,14.666768876766522,16.272168690072284,16.122861888414455,0,0.0,0.16666666666666666
0.25,11.379329228773864,11.928359486396488,13.06691505957963,12.837156394295418,0,0.0,0.16666666666666666
0.5,8.585325862452267,9.079304574481224,9.799839981351019,9.734279381146655,0,0.0,0.3333333333333333
0.75,5.780326104442206,5.73310795904721,7.313891684390612,7.14604662784601,0,0.0,0.5
1.0,3.0816527143239725,2.9844148441611766,4.9749190811930175,4.952091280993792,0,0.0,0.9166666666666666
